,Unnamed: 0,label,text
45304,1470,Allgemeinärzte,Reitenbach Fachärztin Für Innere Medizin
62484,20303,Elektrotechnik,Mehmed Elektronikbau Gmbh
5112,35054,Maler,Rebhan Malermeister
4552,6462,Architekturbüros,Oliver Christmann Grotheer Architektur
58291,8699,Autowerkstätten,Kfz-werkstatt Jenö
34720,12834,Dienstleistungen,Siegfried Seifert Sts Tensid Service Gmbh
62520,23842,Friseure,Krause Frisiersalon
9553,28575,Gebrauchtwagen,Saar Autohaus Büker
6557,61897,Werbeagenturen,Hb Promotion Ohg Werbung Und Promotion
1382,23570,Friseure,Jaloszynska Friseursalon Vip
42799,28801,Gebrauchtwagen,Tuncaynkranz Automobile
29331,40203,Restaurants,Landhaus Tesperhude Hotel Restaurant Café Meindl
14021,61853,Werbeagenturen,H.k.s Werbeagentur Gmbh
47129,15667,Edv,Telenet Gmbh Kommunikationssysteme
48694,24384,Friseure,Pawlenka Friseurmeisterin Kempf
5356,53439,Vereine,Eine Welt Laden E. V. Jeschke
9063,57560,Vermittlungen,Niklas Schroer Aktiv Verbraucher-beratung Gmbh Notarzt
39364,34111,Maler,Ihl Malerbetrieb
4824,35507,Maler,Tränkner Malermeister
10900,25195,Friseure,Verbücheln Haarmoden Reinke
42090,26371,Gebrauchtwagen,Autohaus Loßburg Gmbh Vertragshändler
51168,45590,Tiefbau,"Heinz Hermes Eilhardt Gmbh & Co. Kg, H. Bauunternehmung"
8944,60513,Versicherungsvermittler,Sterbekasse Für Den Öffentlichen Dienst Versicherung
28880,59610,Versicherungsvermittler,Krahmer Versicherungen
62648,15741,Edv,Valtech Gmbh It-dienstleistung Goll
55646,58986,Versicherungsvermittler,Graß Versich.büro Appelt
52986,32645,Hotels,Novotel Abrahamver
21576,54145,Vereine,"Jugend- Und Familienzentrum Gaggenau, Kindgenau E.v."
12414,41695,Sanitärinstallationen,Böttner Heizung Sanitär
47409,11957,Dienstleistungen,Massimiliano Winter Dienstleistungs-gesellschaft Mbh
9426,4090,Apotheken,Viva Apotheke Dr. Rückstein
30788,46551,Tiefbau,Michael Volkert Wietstock-bau
21651,44779,Tiefbau,Daum Bau Gmbh Bauunternehmung
9356,39417,Restaurants,"Gaststätten, Restaurants - Slawomirie Su"
55772,2759,Apotheken,Apotheken - Stadt-apotheke Stuart Buchtala Apotheke
47756,50137,Unternehmensberatungen,Infosys Online Sales Consulting Services Gmbh Dorn
55023,10677,Dienstleistungen,Energis Servicezentrum Jahnke
25744,24117,Friseure,Mathia Coiffeur
31407,21389,Friseure,Bodo Spangenberg Friseur Sebahattin
21211,3198,Apotheken,Giesbrecht
61443,18456,Elektriker,Roeske Elektromeister
23630,59964,Versicherungsvermittler,Nordhoff Allianz Versicherungen Kuhl
46203,43464,Sanitärinstallationen,Schober Kornel Gmbh Sanitär- Heizungs- Und Klimatechnik
5953,3130,Apotheken,Fasanerie- Inh. Füting Kai Steinbrecher
51293,54544,Vereine,Ländliche Erwachsenenbildung In Nds. E.v. Geiß
24144,50095,Unternehmensberatungen,Igb Consult Gmbh
15347,30128,Handelsvermittler Und -vertreter,Man Verkaufsbüro Potsdam
10045,27996,Gebrauchtwagen,Kevelaerer Autohandel
41132,20938,Elektrotechnik,Vaclavfelder Gmbh Kälte- Und Elektrotechnik
1546,40991,Restaurants,Taverne Odysseus
26323,46736,Tiefbau,Opitz Herfried Ing. Romanonieubüro Für Hoch- Und Tiefbau Ingenieurbüros
52996,10162,Dienstleistungen,Bottermund-bleyer Tischler-service Und Bauplanung Dipl.-ing.
50018,12509,Dienstleistungen,Recruiteam E-recruiting Solution & Services Junghans
28949,62724,Werbeagenturen,Reza Emmert Kögl-werbung+druck Gmbh
28824,55974,Vermittlungen,"Ab Bahnhof Auskunft, An-/abfahrt, Fahrkarten, Bus Info Ug Brück"
49968,47804,Tiefbau,Wbi Wehner Bau- Und Orlandobilienmanagement
7169,17263,Elektriker,Franz Heinicke S & W Siebeking Elektro
18768,17925,Elektriker,Lahm Elektrofachbetrieb
416,27262,Gebrauchtwagen,Das Autohaus Am Westring Ug (haftungsbeschränkt) & Co.kg Schmidt
5321,17779,Elektriker,Kauer Elektroinstallation Gmbh
1013,12193,Dienstleistungen,Norbert Stadler Graphic Arts System Service Gmbh
40178,7388,Architekturbüros,Wolfgang Reichardt Rudroff Architekturbüro
8094,21041,Elektrotechnik,Winfried Wieland Polyrack Elektronik- Aufbausysteme Gmbh
24977,23587,Friseure,Jessys Haarstübchen Friseur
30873,31427,Hotels,Gut Kump Hotel
35023,11597,Dienstleistungen,Kales Airline Services Gmbh
24128,28893,Gebrauchtwagen,Wilbert Hentschel Fahrzeughaus Dreilich Autohaus
36139,5307,Architekturbüros,Goedecke Architekt Hans-gert Dipl.-ing.
14288,52452,Unternehmensberatungen,Vmc Vieweg Management Consulting
41896,3206,Apotheken,Glockenapotheke
44093,22286,Friseure,Friseur Ray Siemer
39946,46579,Tiefbau,Modehaus Lisa Inh. Zygmunt Bau
22047,36483,Physiotherapie,Helmut Seifried Kruczkowski Krankengymnastik
22231,46964,Tiefbau,Reichenhalber Tiefbau Gmbh
6562,43219,Sanitärinstallationen,Reima & Co Gmbh Sanitär- Heizungs- Und Klimatechnik
37889,35211,Maler,Schlehuber Gmbh Malerbetrieb Voss
54168,49731,Unternehmensberatungen,Günter Polster Haardtmann Projektmanagement Gmbh
48088,7451,Architekturbüros,Zikesch Architekt Dipl.-ing.
25987,6835,Architekturbüros,Schiewer Architekt Dipl.-ing.
59046,57860,Vermittlungen,"Werner Distler Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Elektroinstallationen"
12965,22455,Friseure,Friseursalon Hairfashion Steininger
59787,20928,Elektrotechnik,Uk-intech Elektronik Gmbh Grothe
27144,15704,Edv,Toews It-lösungen Dr. Reim
53545,16082,Elektriker,Blitz Elektro-anlagen Gmbh
581,57542,Vermittlungen,Michael Kern Aktiv Auskunft Verbraucher-beratung Gmbh Verbraucherrecht
41248,36593,Physiotherapie,In Optima Forma Physiotherapie Praxis Für Physiotherapie Holländer
41350,33083,Hotels,Wolfgang Lüdemann Hotel Aquarius Gmbh
51419,8443,Autowerkstätten,Heinz Stumpe Gwizdala Autowerkstatt
11249,18218,Elektriker,Norbert Streit Niederhagemann Elektromeister
21800,13240,Dienstleistungen,Velox Gmbh Für Dienstleistungen Fleischmann
26876,57345,Vermittlungen,Jörg Eckhardt Aktiv Auskunft Verbraucher-beratung Gmbh Verbraucherrecht
51372,39277,Restaurants,"Gaststätten, Restaurants - Otti's Pilsstube"
31396,14744,Edv,Josef Stolze Sobek Edv
15994,62159,Werbeagenturen,Kiwi-vision Gbr Werbeagentur Laue
22382,52131,Unternehmensberatungen,Sören Arras Consulting - Impulse Für Entwicklung -
58259,21822,Friseure,Drapalla Haarmoden Friseur Weidlich
17368,16985,Elektriker,Elektro-lemster Gmbh
50489,60138,Versicherungsvermittler,Provinzial Versicherungen Kai Drews Und Nikola Gerber
1600,12167,Dienstleistungen,"Networker, Solutions Gmbh"
776,18245,Elektriker,Olligschläger Elektromeister Mertens
62624,54645,Vereine,Mikhail-schumann-gesellschaft E. V.
8668,17072,Elektriker,Elektrobau Sewa Gmbh
40912,56553,Vermittlungen,"Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau Führer"
55797,33602,Maler,Feldengut Die Malerwerkstatt Gbr
32006,45845,Tiefbau,Ingo Sahin Merl Bauunternehmung
56379,58517,Versicherungsvermittler,Devk Versicherung Lobitz
7480,58948,Versicherungsvermittler,Gothaer Versicherung Andrej Hammer
60115,39962,Restaurants,Joggel
8971,16927,Elektriker,Elektro-dreissig Coskun Dreißig
15980,61511,Werbeagenturen,Die.agentur Gmbh Konzept & Design Agentur Für Werbeberatung
3363,50645,Unternehmensberatungen,Latzel + Partner Unternehmensberatung Aschenbrenner
17172,9116,Autowerkstätten,Poinsenot Kfz-werkstatt
59586,25077,Friseure,Thorbenu U. Renkwitz Friseur
46434,17177,Elektriker,Ers Gmbh Elektrotechnik Elektroinstallation
58577,62189,Werbeagenturen,Kontext Modelagentur
58187,38350,Restaurants,Breckels Brasserie Restaurant Münster
28762,15055,Edv,Mobile It Systems Gmbh It-lösungen
21816,16315,Elektriker,Eisermann Elektromeister
12788,7061,Architekturbüros,Stummer Architekt Dipl.-arch. Hepp
32874,27407,Gebrauchtwagen,Exakta Kfz-handel Gmbh Janßen
42404,20392,Elektrotechnik,Nagel Friedo Elektrotechnik Gmbh
13296,18145,Elektriker,Mlv Von Lewinski Elektroanlageninstallation
19224,44380,Tiefbau,Bauunternehmen Mülstegen Gmbh Appelt
54815,46217,Tiefbau,Kurt Stocker Mb Bau E.k. Bauunternehmen
24661,13690,Edv,Beratung Edv Manthey
48510,49674,Unternehmensberatungen,Gpp Consulting Gmbh Unternehmensberatung
19537,51672,Unternehmensberatungen,Roi Management Consulting Ag
23817,14739,Edv,Jojo Informationstechnik E.k. Jojogmbh & Co. Kg Adolph
38032,1323,Allgemeinärzte,Opaska Fachärztin Für Allgemeinmedizin
9137,28848,Gebrauchtwagen,Walter Dick Jaguar House Nehrkorn
20644,3515,Apotheken,Lengfurt
35566,54421,Vereine,Lebenshilfe Esslingen E.v. Mahler
61929,47638,Tiefbau,Treier Baugeschäft
23740,49991,Unternehmensberatungen,Hofmann Plastic-technology Consulting International Gmbh
45515,62754,Werbeagenturen,Rudi Eckel Bep Werbeagentur
18510,54686,Vereine,Multiple Sklerose Gesellschaft Münster E.v. Beratungsstelle
27891,30563,Handelsvermittler Und -vertreter,Schwinning Industrievertretung
10178,10171,Dienstleistungen,Bre Service Gmbh Maul
58503,3937,Apotheken,Sonnen Apotheke Raab
31680,42287,Sanitärinstallationen,Heinz-Werner Kretschmer Fetter Heizungs- Und Sanitärbau
14891,10330,Dienstleistungen,Confitech Dienstleistungs Gmbh
36011,48471,Unternehmensberatungen,Besier Unternehmensberatung
49680,19006,Elektriker,Wolfram Heidenreich Elektro Safari
38159,51824,Unternehmensberatungen,Schnauffer Unternehmensberatung Prof. Dr.
21235,12233,Dienstleistungen,Om Service Gmbh
51538,50836,Unternehmensberatungen,Markus Hackbarth Prang Gmbh Unternehmensberatung
41816,7585,Autowerkstätten,Auhuber Gmbh Kfz-werkstatt
29784,37312,Physiotherapie,Physiotherapie Krahl
60716,39817,Restaurants,Hotel & Traditionsgasthof Schnatermann Inh. Gioacchino Zube
4686,15682,Edv,Thomas Dorn Neisener Datentechnik
9938,13284,Dienstleistungen,Vpd-verbund Für Psychosoziale Dienstleistungen Ggmbh
31490,26915,Gebrauchtwagen,Automexx E.k. Autohandel
60812,62486,Werbeagenturen,Norbert Rump Werbeagentur Arts4stars
37077,10245,Dienstleistungen,Carsten Gronau Smart Mobile Services Gmbh
40728,45471,Tiefbau,Halfmann Bauunternehmung Gmbh
25426,50547,Unternehmensberatungen,Kraft & Streich Gbr Consulting Esrefeering Process-it Industrial Plants
40219,51847,Unternehmensberatungen,Schuhbeck Wagner English Training And Consulting
11113,47824,Tiefbau,Weihmüller Bauunternehmen Rost
24842,44895,Tiefbau,Domenico (bau) Dipl.-ing.
7277,1935,Allgemeinärzte,Wiermann Brema C. Dipl.-med. Allgemeinärztliche Gemeinschaftspraxis Dr. Med. Bruch
36400,58295,Versicherungsvermittler,Bosch Reinfried Allianz Vertretung Versicherungsfachmann
36202,17943,Elektriker,Laurentsche Elektroinstall. U. F.mech.mstr.
57308,19281,Elektrotechnik,Clearaudio Electronic Gmbh
9592,20230,Elektrotechnik,Luigiy Elektrotechnik Gmbh
26383,25372,Friseure,Wolfgang Pfennig Ihr Friseur Friseur
13094,1501,Allgemeinärzte,Robert Plath Vovk-debryckyi Fachärztin Für Allgemeinmedizin
33819,29779,Handelsvermittler Und -vertreter,Hsh Papier Gmbh & Co. Kg Stender
30862,6877,Architekturbüros,Schreckenberg Architekturbüro
33834,40094,Restaurants,Kräutergarten Marten
24597,21155,Friseure,Alfred Möllers Szenario Frisöre
44712,48390,Unternehmensberatungen,Bavaria Vermögens Consulting Gmbh
62137,9460,Autowerkstätten,Trapp Kfz Meisterbetrieb U. Fachhandel
22716,23478,Friseure,Honnes Friseursalon Dressel
59,21061,Elektrotechnik,Wolfharts Systemtechnik Gmbh Elektrotechnik
20014,24583,Friseure,Rieger Friseurgeschäft
5896,37505,Physiotherapie,Quetschlich Praxis Für Physiotherapie
30430,13733,Edv,Bochum Pc Computer Service
47724,51495,Unternehmensberatungen,Qmc Gmbh Consulting Und Unternehmensberatung
5039,51573,Unternehmensberatungen,Rehmet Consulting
59526,37027,Physiotherapie,Merkel-therapie Krankengymnastik
35070,5422,Architekturbüros,Hans Linke Hertreiter Architekturbüro
61261,24175,Friseure,Meyn Friseurmstr.
46997,29963,Handelsvermittler Und -vertreter,Klement Industrievertretungen
18377,62790,Werbeagenturen,Schicht Werbeserviceagentur Dipl.-ing.
43333,19775,Elektrotechnik,Günter Koppe Technitronics Electronic Entwicklungs- Und Fertigungs Gmbh
51881,38246,Restaurants,Autobahnraststätte Herford
4794,30625,Handelsvermittler Und -vertreter,Starck Industrievertreter
37272,49920,Unternehmensberatungen,Hep Jovan Emler & Partner Gmbh Managementberatung
28906,24608,Friseure,Roland Kleber Hair Look
2444,14500,Edv,Heip Edv Dienstleister
1145,26630,Gebrauchtwagen,Autohaus Schmid Gmbh
53958,3316,Apotheken,Herbert Kohl Stadt-apotheke
29035,20453,Elektrotechnik,P.e.p. Elektronik Gmbh Erhard
25077,43420,Sanitärinstallationen,Schikora & Weyand Gmbh Inh. J. Bogs Sanitär- Heizungs- Und Klimatechnik Werner
12381,18960,Elektriker,Winger Elektromeister
3949,32572,Hotels,Maritim Hotel Burkardnstaltungsabteilung
62783,31837,Hotels,Hotel Vier Jahreszeiten Erik Vassili
46049,23340,Friseure,Heinrich Heidt Foser Friseursalon
45282,23742,Friseure,Kessenbrock Friseursalon
35536,22231,Friseure,Friseur Happy Hair
50186,23474,Friseure,Holthusen Friseursalon Behrend
6400,49413,Unternehmensberatungen,Fillmann Pvm-consulting
15938,39251,Restaurants,"Gaststätten, Restaurants - Mittelblond Kulturkneipe"
20845,15720,Edv,Twenty One Gmbh It-dienstleistung Freudenberg
21448,41551,Sanitärinstallationen,Beulke M. Heizung-sanitär-installation Heizungsbaubetrieb
27421,35161,Maler,Sablotzki Malermeister Klett
38604,7846,Autowerkstätten,Autowelt-hessmann Gmbh Kfz-fachwerkstatt
56782,2619,Apotheken,Apotheken - Orchideen-apotheke Szymanski
23949,54489,Vereine,Leonhard Tremmel Keb E.v.
11511,21665,Friseure,Cut Club Friseur
61281,10003,Dienstleistungen,B&s Service Gmbh Thielemann
24386,20451,Elektrotechnik,P & F Elektrotechnik Gmbh Wöhler
31783,57086,Vermittlungen,"Georg Wohlfahrt Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Solaranlagenbau"
30094,25931,Gebrauchtwagen,Autohaus Caspers Gmbh
22843,40195,Restaurants,Landhaus Ekern
38374,35799,Physiotherapie,Andre Bochmann Schiefen Krankengymnastik
47565,42912,Sanitärinstallationen,Markus Köhn Mahlke Heizung Und Sanitärtechnik Gmbh
39351,11225,Dienstleistungen,Helmut Hoffmann Metering Service Gesellschaft Mbh
12501,8698,Autowerkstätten,Kfz-werkstatt Jastram
14986,24858,Friseure,Seyen Style Friseurgeschäft
8346,4253,Architekturbüros,Altmeyer Architekturbüro
31195,15926,Elektriker,Alfred Fischbach Tulke Elektromeister
12068,56772,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau Flick"
53482,18143,Elektriker,Mjd Gmbh Vasileld Jarzembinsk Elektroinstallation
13035,36655,Physiotherapie,Jürgen Hölzl Kowalik Krankengymnastik
62722,58376,Versicherungsvermittler,Chevalier Versicherungsbüro U. Tanzschule Rohrbach
51660,12726,Dienstleistungen,Schorsch & Co. Print + Mail Service Gmbh & Co. Kg Köppen
30147,42405,Sanitärinstallationen,"Hoepfner, Sigbert Gmbh Sanitär Heizung"
5941,3824,Apotheken,Reiner Reindl Bismarck
49924,50075,Unternehmensberatungen,Ice Technologies Consulting Ltd
46539,31038,Hotels,Arkona U. Rugard Strandhotels Reservierungszentrale
21135,47,Allgemeinärzte,Anton Behrens Feth Allgemeinärztinnen Dr.
62461,39921,Restaurants,Hünnies Ott
30435,5969,Architekturbüros,Knöller Architekt Zinn
10593,60562,Versicherungsvermittler,Söhl Versicherung
26742,14525,Edv,Herbert Groll Bwi Informationstechnik Gmbh
25389,58050,Versicherungsvermittler,Allianzagentur Oskar Öztoprak Versicherungsbüro
17246,31878,Hotels,Hotel-pension Donato
12326,52608,Unternehmensberatungen,"Winfried Braun Schulen, Sonstige Schulen - Enigk - Emailtechnik Coaching - Training - Consulting"
1740,35781,Physiotherapie,Alfred Seifried Pabel Krankengymnastin
24618,39059,Restaurants,"Gaststätten, Restaurants - Gaststätte bierkiste Gastronomie"
17505,8481,Autowerkstätten,Hinrich Marek Kfz-technik Gau-algesheim Gmbh Kfz-reparaturen
31283,37037,Physiotherapie,Michael Kratz For Life Krankengymnastik
13697,19634,Elektrotechnik,Firmbach Elektrotechnik
23434,28722,Gebrauchtwagen,Sucker Automobile Gmbh
55308,45530,Tiefbau,Harland Bau Gmbh
24465,54623,Vereine,Michael Basler Kfh Kuratorium Für Dialyse Und Nierentransplantation E.v. Kfh-nierenzentrum
25660,51118,Unternehmensberatungen,Nolting Horst-günter Mn-consulting
46986,46980,Tiefbau,Reiser-bau-gesellschaft Mit Beschränkter Haftung
23969,57976,Versicherungsvermittler,Alexander Eisenmann Feuerreiter Versicherung
23560,18578,Elektriker,Schubnell Elektroinstallation
21199,32834,Hotels,Schloßhotel Eisenach Gmbh
13972,57342,Vermittlungen,Jöran Ganz Agentur Studenten-vermittlung24 Umzugshelfer-vermittlung Umzüge
47891,52248,Unternehmensberatungen,Tme Consulting Gmbh
38161,19309,Elektrotechnik,Ctc-comtec-electronic Gmbh Communicationssysteme Kreutz
45982,21853,Friseure,Edmund Walz Hair & Art
24092,1920,Allgemeinärzte,Werner Wilms Fujsz Arzt Für Allgemeinmedizin
18218,36082,Physiotherapie,Dittrich Physiotherapiepraxis
20810,23950,Friseure,Leandro Thoms Stieler Friseur
16811,29119,Handelsvermittler Und -vertreter,Bernhard Zach Mäc Geiz Handelsgesellschaft Mbh
17575,3199,Apotheken,Giesler Apotheke Ernst
28383,58628,Versicherungsvermittler,Edwin Simon Fisch Versicherungskontor
8182,52715,Unternehmensberatungen,Zick-industrieberatung Gmbh Beratung Für Unternehmensführung
37722,24193,Friseure,Michael Nolte Vural Friseur
52327,49295,Unternehmensberatungen,Ermach Gmbh Unternehmensberatung
58233,36669,Physiotherapie,Karic Praxis Für Krankengymnastik Und Physiotherapie Huber
14719,10736,Dienstleistungen,Excon Externe Controlling Services Gmbh
24662,22035,Friseure,Fleester Haare Friseur
51687,934,Allgemeinärzte,Kaulfuß Fachärztin Für Allgemeinmedizin Dipl.-med.
30841,34612,Maler,Malereibetrieb Hohage
13612,7093,Architekturbüros,Tent Bauingenieur Architekt Rasche
25051,20513,Elektrotechnik,Portius Elektrotechnik Gmbh Elektrotechniker
28446,61108,Werbeagenturen,Admedium Werbeagentur Gmbh
37997,15601,Edv,Stp Informationstechnologie Ag
24906,29407,Handelsvermittler Und -vertreter,Fedexport Handelsges. Mbh Baumeister
8800,53656,Vereine,"Gaststätten, Restaurants - Tus Monsheim 1891 E.v."
46163,7669,Autowerkstätten,Auto-service Ludenia Kfz-meisterwerkstatt
908,22083,Friseure,Fremgen Ihr Frisör
30079,24745,Friseure,Schallenberg & Hoffmann Gbr Friseursalon
22622,52842,Vereine,Alfred Lanz Lebenshilfe Für Menschen Mit Geistiger Behinderung E.v.
19628,45616,Tiefbau,Helmholz - Tiefbau Gmbh
11689,63214,Werbeagenturen,Werbekiste Werbung Pr Grafikdesign Inh. Erdogan Röder Werbeagentur
26421,9403,Autowerkstätten,Stunz Kfz-betrieb Backes
46045,14293,Edv,Frank Kaluza Cnk Gmbh Computer Edv-netzwerke Kommunikation Netzwerke K It-service
41759,18792,Elektriker,Thümer Elektroinstallationsbetrieb
38747,32884,Hotels,Siegfried Schöbel City-hotel Gmbh & Co. Kg
3835,3285,Apotheken,Hebbel-apotheke Apotheke
43087,5129,Architekturbüros,Fortunat Haas Seberich Architekt
60776,32288,Hotels,Hotels - Ritschlay
60401,17730,Elektriker,Jüptner Elektro
43286,34857,Maler,Nico Hug Belke Malermeister
29422,31043,Hotels,Arno Rost Hotels - Europa-hotel-fürth Hotel
41377,30449,Handelsvermittler Und -vertreter,Rohe Baustoff-handelsgesellschaft Mbh
15604,4849,Architekturbüros,Dauphin Architekt Hellwig
29489,37038,Physiotherapie,Michael Kretschmer Diede Physiotherapeut
33383,40920,Restaurants,Spielvogel M. Autobahnraststätte Gmbh & Co. Kg
50589,14627,Edv,Ilc Gmbh It-dienstleistung
62092,44181,Tiefbau,B+g Brubacher & Glahn Bauunternehmung Gmbh Clasen
58236,6553,Architekturbüros,Pfeifer Architekt Dipl.-ing.
8650,13216,Dienstleistungen,United Parcel Service Deutschland Inc.
11684,43243,Sanitärinstallationen,Renè Hase Plaßmeier Sanitäranlagenbau
18567,35330,Maler,Silvery Maler- Und Lackierermeister Hendricks
54709,21229,Friseure,Arnfrieduty Hair
26448,41730,Sanitärinstallationen,D& D Versorgungstechnik Gmbh
28253,55519,Vereine,Verein Für Elektrosensible Und Mobilfunkgeschädigte E.v. Reiter
39781,55170,Vereine,Sozialstation Sinsheim E.v. Pfeil
26327,35363,Maler,Stadach Malermeister
43256,10059,Dienstleistungen,Bdt Büro- Und Datentechnik Gmbh & Co. Kg Bdt-solutions
34352,25531,Gebrauchtwagen,Andreas Dieterle Brünjes Autohaus
41376,62075,Werbeagenturen,Johann List Adp Advertising & Promotion Gmbh
13740,41410,Sanitärinstallationen,Andreas Pelz Illing Sanitär- Und Heizungsbau
54911,39457,Restaurants,"Gaststätten, Restaurants - Waldgaststube Flürchen"
21127,23644,Friseure,Jr Friseure By Jakup Friseure By Jakup Fox
37089,6366,Architekturbüros,Mraczny Architekt Dr.-ing.
3252,11114,Dienstleistungen,Hans Schütte Mts Meditel Service Gmbh
45187,6788,Architekturbüros,Röttgen Architekt
46477,59757,Versicherungsvermittler,Löbenbrück Versicherung Licht
62823,47613,Tiefbau,Tk Hoch-tiefbau Gmbh
53578,51235,Unternehmensberatungen,Parzer Unternehmensberatung Schwarzer
23994,49774,Unternehmensberatungen,Hans Bernhardt Csc - Card Solution Consult
38797,43011,Sanitärinstallationen,Münzenmaier Sanitäre Installation
45617,46335,Tiefbau,Lossow Bauunternehmen
23058,62451,Werbeagenturen,Multi Media Market Agentur Für Kommunikation Und Werbung Gmbh Werbeagentur
25942,18477,Elektriker,Rudi Käfer Elektro-bau Gellfart Gmbh
48836,45647,Tiefbau,Herbert Hüttner Schonert Bauunternehmen
54647,2948,Apotheken,Böhringen
63306,6905,Architekturbüros,Schwehm Architekt Dipl.-ing.
57940,43010,Sanitärinstallationen,Müller Sanitär-gas-heizung Gmbh
53613,7995,Autowerkstätten,Cartec Gmbh Edmonds Garage Kfz-instandsetzung
14045,19615,Elektrotechnik,"Fct Electronic Gmbh, Nl Leipzig"
18753,693,Allgemeinärzte,Heiko Wenger Nester Fachärztin Für Allgemeinmedizin-naturheilverfahren Dr. Med.
1647,45776,Tiefbau,Hugo Jacobsen Zettl Baugeschäft
48440,41776,Sanitärinstallationen,Dieter Dahm Ellmann Gas- Und Wasserinstallation
29114,45573,Tiefbau,Heim-bau K. H. Gmbh
52970,14668,Edv,Isi Datentechnik Gmbh
57736,54856,Vereine,Pfälzischer Verein Für Straffälligenhilfe Lambert
48270,37448,Physiotherapie,Praxis Für Physiotherapie Hobbach Physiotherapiepraxis Blumenthal
18876,47210,Tiefbau,Schrag Baugeschäft
39713,41216,Restaurants,Zorbas
21519,11557,Dienstleistungen,Julius Hack Amk Management Services
55429,52139,Unternehmensberatungen,T.s. Pro Consulting
27574,10768,Dienstleistungen,Felix Karl Br Service
63080,62883,Werbeagenturen,Spark Werbeagentur Gmbh
3373,33947,Maler,Heibült Malermeister
6420,43586,Sanitärinstallationen,Staats Sanitär U. Heizungstechnik Schaible
29931,44768,Tiefbau,Daiber Bauunternehmung Wachter
32364,31387,Hotels,Georg Witt Askania
33750,10679,Dienstleistungen,Ennoer-bieselin Ohg Agrar-service
59925,18714,Elektriker,Stindl Elektroinstallation Flemming
5772,1146,Allgemeinärzte,Maik Wünsche Sitter Fachärztin Für Allgemeinmedizin-naturheilverfahren
27673,50157,Unternehmensberatungen,Inpuncto Unternehmensberatung Gmbh
33783,21301,Friseure,Bau Haarstudio
37244,42702,Sanitärinstallationen,Knixa Industrie + Haustechnik Gmbh Heizung- Und Sanitärinstallation Seidler
55904,15909,Elektriker,Aladin Alarmanlagen Und Datendienste Gmbh Elektroinstallateur Rüdiger
20725,24490,Friseure,Pöschl Friseursalon
31944,43168,Sanitärinstallationen,"Preißel Gmbh Jean-marieheizung, Sanitär, Klima"
38855,57580,Vermittlungen,"Oswald Zimmer Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau"
29915,38257,Restaurants,Bahnhofsgaststätte Dernedde
19337,926,Allgemeinärzte,Karras Fachärztin Für Allgemeinmedizin Dr. Med.
18145,54336,Vereine,Kompaxx E.v. Rentschler
16785,6205,Architekturbüros,Lücker Beckmann Architekten Architekt
61660,42069,Sanitärinstallationen,Gohr Sanitär- Und Heizungsinstallation Happe
55668,4584,Architekturbüros,Beier Architekt Dipl.-ing.
38637,33502,Maler,Eberhard Pawlowski Malermeister Feldner Malerbetrieb
33309,8241,Autowerkstätten,Gasteiger Kfz-meisterbetrieb
26831,32762,Hotels,Relexa Hotel Gmbh
35472,54522,Vereine,Lohnsteuerberatungsverbund E.v.- Beratungsstelle
61018,43490,Sanitärinstallationen,Schuth Sanitär Und Gasheizung Dietz
59938,44043,Tiefbau,Alexander Künzel Pa-ko Bautenschutz Und Bauunternehmung Gmbh
16735,12309,Dienstleistungen,Pelikan Apotheke Im Dienstleistungszentrum Neumarkt Apotheker Pavel Anthes
5573,27529,Gebrauchtwagen,Gaerthe Automobile Autoverkauf Hecker
31506,60376,Versicherungsvermittler,Schwöbel Versich.büro
47241,42133,Sanitärinstallationen,Götznfeld Gmbh & Co. Kg Gas- Und Wasserinstallation
23336,1277,Allgemeinärzte,Necke Facharzt Für Allgemeinmedizin Kehrer
24224,13889,Edv,Computer Service 24 Computerservice
21554,16630,Elektriker,Elektro Lettkemann Bertsch
46561,11628,Dienstleistungen,Karl-Heinz Wiebe Gsr Services Umweltservice
47734,22187,Friseure,Friseur Haar Gmbh Henning
5816,23187,Friseure,Haircut By T & T Friseursalon
29857,37943,Physiotherapie,Tsz Dresden Gmbh Co. Kg
9532,41987,Sanitärinstallationen,Frischke Franz-wilhelm Gmbh Heizung Sanitär
25892,11366,Dienstleistungen,Häusliche Krankenpflege Service Hks Nerge U. Wiarek Gmbh Pflegenotruf
23502,6173,Architekturbüros,Lippert Architekt Bauingenieur
28297,63014,Werbeagenturen,Tkar-dasprojekt Inh. Mijo Weidner Werbeagentur
21570,19467,Elektrotechnik,Elektro Wärme Kälte Elektrotechnik
38324,14336,Edv,Geißelmeyer Edv Beratungs Gmbh
8566,17296,Elektriker,Funke Elektroinstallationen
23676,9653,Dienstleistungen,2 Ck Gesellschaft Für Dv-dienstleistungen Mbh
32342,33708,Maler,Geffke Malermeister Jüngling
